fumen code, solution pieces
0000000000000000,1111,0255,0123,0156,1133,0022,0000,1166,0011,0033,0235,1556,0124,0155,1233,0113,1345,0135,0245,0223,1235,0126,1256,0224,1355,1236,0125,1115,2345,0116,0226,0355,2335,0114,1122,1125,1456,0115,1112,1136,1225,1222,2555,0225,4466,1245,5555,1135,1255,4555,2225,1555,1234,2233,3333,3346,2355,0025,1134,0145,1335,3355,2455,2222,1244,4455,2246,1246,1455,2235,5556,1356,2556,4556,0256,1156,2244,2456,2234,2245,2236,2256,1155,2356,1266,5566,0055,2255,1145,2445,0455,1146,0015,0012,0556,1566,0046
